Title,Subtitle,Authors,ISBN,LCC,Publish Date,Description,Thumbnail,Small,Medium,Large,Preview
"Objects, components, and frameworks with UML",the catalysis approach,"Desmond F. D'Souza, Desmond Francis D'Souza, Alan Cameron Wills",9780201310122,QA76.9.O35 D76 1999,1999,"Using the Catalysis approach, Objects, Components, and Frameworks with UMLdetails the recurring patterns within UML. Catalysis is a rapidly emerging UML-based method for component and framework-based development with objects, and it is gaining popularity because it allows developers to more easily build business models, requirement specs, designs, and code. The authors describe a unique UML-based approach to precise specification of component interfaces using a type model. By identifying patterns in this notational language, the authors provide application developers and system architects with well-defined and reusable techniques that help them build open distributed object systems from components and frameworks. Expected Availability: September 1998",http://bks2.books.google.com/books?id=GHM_AQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks2.books.google.com/books?id=GHM_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks2.books.google.com/books?id=GHM_AQAAIAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks2.books.google.com/books?id=GHM_AQAAIAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=GHM_AQAAIAAJ&dq=isbn:9780201310122&hl=&cd=1&source=gbs_api
UML Distilled,A Brief Guide to the Standard Object Modeling Language,Martin Fowler,9780321193681,QA76.9.O35 F695 2004,2004,"A guide to using UML describes major UML diagrams, their creation, and how to decipher them.",http://bks0.books.google.com/books?id=nHZslSr1gJAC&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks0.books.google.com/books?id=nHZslSr1gJAC&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks0.books.google.com/books?id=nHZslSr1gJAC&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks0.books.google.com/books?id=nHZslSr1gJAC&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=nHZslSr1gJAC&printsec=frontcover&dq=isbn:9780321193681&hl=&cd=1&source=gbs_api
Applying UML and patterns,an introduction to object-oriented analysis and design,Craig Larman,9780137488803,QA76.9.O35 L37 1998,1998,"This guide for software engineers was written especially to provide the foundation for how to build systems using object technology. It provides students and developers with a detailed activity roadmap to guide them through each step of requirements, analysis, design, and coding. During the design phase, it places special emphasis on the critical skills needed for responsibility and collaboration design.",http://bks4.books.google.com/books?id=-M8ZAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks4.books.google.com/books?id=-M8ZAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks4.books.google.com/books?id=-M8ZAQAAIAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks4.books.google.com/books?id=-M8ZAQAAIAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=-M8ZAQAAIAAJ&dq=isbn:9780137488803&hl=&cd=1&source=gbs_api
The Art of Objects,Object-oriented Design and Architecture,Yun-Tung Lau,9780201711615,QA76.9.O35 L39 2001,2001,"In this book, a leading software architect presents the rock-solid foundations of object design and architecture -- and the art of applying them. The Art of Objects will help analysts, architects, and developers fully leverage today's most important object tools and technologies, including Java, UML, XML, middleware, patterns, and much more. Its real-world case studies, examples, and exercises are designed in a holistic, forward-looking manner, ensuring that whatever technologies go out of fashion, readers will have the object skills they need to succeed. Yun-Tung Lau presents the language-independent fundamentals of object design; then provides a detailed overview of the Unified Modeling Language. Building from the basics, he presents advanced approaches such as object relationship loops, and relationship fission for analyzing complex object structures. The Art of Objects contains extensive coverage of persistent objects, including mapping to relational tables, event processing objects, distributed objects, CORBA, and the Interface Definition Language. It also introduces the latest XML object models.",http://bks5.books.google.com/books?id=Ee1QAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks5.books.google.com/books?id=Ee1QAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks5.books.google.com/books?id=Ee1QAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks5.books.google.com/books?id=Ee1QAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=Ee1QAAAAMAAJ&dq=isbn:9780201711615&hl=&cd=1&source=gbs_api
Developing Software with UML,Object-oriented Analysis and Design in Practice,Bernd Oestereich,9780201398267,QA76.9.O35 O3713 1999,1999-01,An introduction to object-oriented analysis and design for developers with little OO experience. It guides the reader step-by-step through the development process and explains the basics of UML.,http://bks2.books.google.com/books?id=s49vQgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks2.books.google.com/books?id=s49vQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks2.books.google.com/books?id=s49vQgAACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks2.books.google.com/books?id=s49vQgAACAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=s49vQgAACAAJ&dq=isbn:9780201398267&hl=&cd=1&source=gbs_api
Developing Software with UML,Object-oriented Analysis and Design in Practice,Bernd Oestereich,9780201756036,QA76.9.O35.O3713 2002,2002,"Leverage the full power of objects and UML in any software development process! -- Object-oriented analysis and design: a practical, example-driven introduction. -- Thoroughly updated: New coverage of UML 1.4, updated Java code examples, and new techniques for solving problems that can't be solved by UML alone! -- Techniques for creating more effective use case, class, behavioral, and implementation diagrams. This example-rich book will show any developer or analyst how to leverage the full power of object technology and UML in software development. Fully updated throughout, this edition reflects the new UML 1.4 standard and presents important new techniques for solving problems that can't be solved by UML alone. Experienced object developer and mentor Bernd Oestereich begins with an entirely new two-chapter introduction to object-oriented analysis and design. Coverage includes a full chapter on use case diagrams; detailed introductions to the basic and relational elements of class diagrams; as well as extensive introductions both behavioral and implementation diagrams. Along the way, Oestereich shows how to extend the power of UML with advanced techniques such as stereotypes and CASE tool use case templates. This is also the first object-oriented analysis and design book with in-depth coverage of the Object Constraint Language (OCL), a powerful, UML-based modeling tool for specifying a wide array of object constraints, conditions, and guards.",http://bks4.books.google.com/books?id=WThOswOGv7kC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks4.books.google.com/books?id=WThOswOGv7kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks4.books.google.com/books?id=WThOswOGv7kC&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks4.books.google.com/books?id=WThOswOGv7kC&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=WThOswOGv7kC&dq=isbn:9780201756036&hl=&cd=1&source=gbs_api
Use case driven object modeling with UML,a practical approach,"Doug Rosenberg, Kendall Scott",9780201432893,QA76.9.O35 R66 1999,1999,"This compact book helps application developers bridge the gap between the theory of the newly created Unified Software Development Process and the practical realities necessary to design and build a software system. The authors present the key ingredients of the Unified Process and demonstrate how the process was conceived to work with UML, emphasizing the application of Use Cases as a primary design tool. The book incorporates a wealth of practical experience showcased by four case studies -- a hospital information system, a video on demand system, a portfolio management system, and a vehicle navigation (IVHS) system.",http://bks7.books.google.com/books?id=G3Q_AQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks7.books.google.com/books?id=G3Q_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks7.books.google.com/books?id=G3Q_AQAAIAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks7.books.google.com/books?id=G3Q_AQAAIAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=G3Q_AQAAIAAJ&dq=isbn:9780201432893&hl=&cd=1&source=gbs_api
Design Patterns Explained,A New Perspective on Object-oriented Design,"Alan Shalloway, James Trott",9780201715941,QA76.9.O35 S52 2001,2002,"A beginner's guide to succeeding with design patters, this text provides practical object-oriented design techniques and example Java code.",http://bks1.books.google.com/books?id=JPOaP7cyk6wC&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks1.books.google.com/books?id=JPOaP7cyk6wC&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks1.books.google.com/books?id=JPOaP7cyk6wC&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks1.books.google.com/books?id=JPOaP7cyk6wC&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=JPOaP7cyk6wC&printsec=frontcover&dq=isbn:9780201715941&hl=&cd=1&source=gbs_api
The Object Constraint Language,Precise Modeling With Uml,"JOS B AUTOR WARMER, ANNEKE G AUTOR KLEPPE",9780201379402,QA76.9.O35 W37 1999,1999,"A practical guide to the OCL (part of the UML 1.1 standard of the OMG), this title is designed for software architects, designers, and developers. The authors' pragmatic approach and illustrative use of examples help application developers to quickly get up to speed with this important object modeling technique.",http://bks9.books.google.com/books?id=L-BQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks9.books.google.com/books?id=L-BQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks9.books.google.com/books?id=L-BQAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks9.books.google.com/books?id=L-BQAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=L-BQAAAAMAAJ&dq=isbn:9780201379402&hl=&cd=1&source=gbs_api
Use Case Modeling,"","Kurt Bittner, Ian Spence",9780201709131,QA76.9.S88 B575 2003,2003,"-- A ready reference for the use case practitioner. -- Reviews the fundamentals of use cases, and then explores the details of writing better use cases. -- Based on real-world issues, and how project teams overcame them. Use cases are a simple, straightforward -- yet very powerful -- way to express the functional requirements (or behaviors) of a system. Use cases have gained widespread acceptance because they make requirements less ambiguous by specifying exactly when and under what conditions certain behaviors occur. As a result, those who effective employ use cases to model their systems can better deliver projects on time, within budget, and with fewer defects. However, use case modeling is not that easy; it is a practice that comes with characteristics that can impact a project. In this new book, the authors allow you to benefit from their considerable experience making use cases work well in a number of different environments. With the advice, tips, and tricks presented herein, the reader will be further along the path to understanding and exploiting the power of use cases, and ultimately constructing better applications. In writing this book, the authors have worked closely with use case founder Ivar Jacobson, and the book is unique in that it presents a Rational Software Corporation-centric examination of this topic.",http://bks3.books.google.com/books?id=zvxfXvEcQjUC&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks3.books.google.com/books?id=zvxfXvEcQjUC&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks3.books.google.com/books?id=zvxfXvEcQjUC&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks3.books.google.com/books?id=zvxfXvEcQjUC&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=zvxfXvEcQjUC&printsec=frontcover&dq=isbn:9780201709131&hl=&cd=1&source=gbs_api
Patterns of Enterprise Application Architecture,"",Martin Fowler,9780321127426,QA76.9.S88 F69 2003,2003,"This volume is a handbook for enterprise system developers, guiding them through the intricacies and lessons learned in enterprise application development. It provides proven solutions to the everyday problems facing information systems developers.",http://bks7.books.google.com/books?id=Jl5rkQnbfAIC&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks7.books.google.com/books?id=Jl5rkQnbfAIC&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks7.books.google.com/books?id=Jl5rkQnbfAIC&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks7.books.google.com/books?id=Jl5rkQnbfAIC&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=Jl5rkQnbfAIC&printsec=frontcover&dq=isbn:9780321127426&hl=&cd=1&source=gbs_api
Process for system architecture and requirements engineering,"","Derek J. Hatley, Peter Hruschka, Imtiaz A. Pirbhai",9780932633415,QA76.9.S88 H3735 2000,2000-01,"Build Better Systems Using This Update to the Highly Acclaimed Hatley/Pirbhai Methods Derek Hatley and Imtiaz Pirbhai--authors of Strategies for Real-Time System Specification--join with influential consultant Peter Hruschka to present a much anticipated update to their widely implemented Hatley/Pirbhai methods. Process for System Architecture and Requirements Engineering introduces a new approach that is particularly useful for multidisciplinary system development: It applies equally well to all technologies and thereby provides a common language for developers in widely differing disciplines. The Hatley/Hruschka/Pirbhai approach (H/H/P) has another important feature: the coexistence of the requirements and architecture methods and of the corresponding models they produce. These two models are kept separate, but the approach fully records their ongoing and changing interrelationships. This feature is missing from virtually all other system and software development methods and from CASE tools that only automate the requirements model. System managers, system architects, system engineers, and managers and engineers in all of the diverse engineering technologies will benefit from this comprehensive, pragmatic text. In addition to its models of requirements and architecture and of the development process itself, the book uses in-depth case studies of a hospital's patient-monitoring system and of a multidisciplinary groundwater analysis system to illustrate the principles.",http://bks4.books.google.com/books?id=eazsVPsnyeMC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks4.books.google.com/books?id=eazsVPsnyeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks4.books.google.com/books?id=eazsVPsnyeMC&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks4.books.google.com/books?id=eazsVPsnyeMC&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=eazsVPsnyeMC&dq=isbn:9780932633415&hl=&cd=1&source=gbs_api
